1738.0;4902.800238;200.0;200.0
0;0;0.e+00;0.e+00
1;0;0.e+00;0.e+00
1;1;0.e+00;0.e+00
2;0;-9.08990117255852e-05;0.e+00
2;1;-1.7418591939564e-08;-2.8722203339191e-08
2;2;3.4625050209509e-05;2.8799627495657e-08
3;0;-3.24690507155378e-06;0.e+00
3;1;2.63844456343673e-05;5.5251960599037e-06
3;2;1.41869686653459e-05;4.94556705200829e-06
3;3;1.22798373225753e-05;-1.84234827095011e-06
4;0;3.28409622488915e-06;0.e+00
4;1;-5.97225208293196e-06;1.7268386931967e-06
4;2;-7.14732686853363e-06;-6.9163566513657e-06
4;3;-1.36539975589685e-06;-1.35413675985916e-05
4;4;-5.99645369142902e-06;4.02000456005451e-06
5;0;-2.5607973267017e-07;0.e+00
5;1;-1.14350796474684e-06;-4.22154064379989e-06
5;2;4.42154343896896e-06;9.4034858641578e-07
5;3;5.4931765354398e-07;8.92831450952073e-06
5;4;2.74330018311042e-06;1.7246452113756e-07
5;5;3.04804242680992e-06;-2.87320667833063e-06
6;0;3.68682904770838e-06;0.e+00
6;1;1.64641716332386e-06;-2.64692948675115e-06
6;2;-4.23262052129877e-06;-2.04813958803421e-06
6;3;-3.3725457600576e-06;-3.2960512769449e-06
6;4;1.69766369928254e-07;-4.3470106620102e-06
6;5;1.43487604968126e-06;-1.04384820895954e-05
6;6;-4.56325135880414e-06;7.36796852875671e-06
7;0;5.69616675061238e-06;0.e+00
7;1;7.58776861770458e-06;-1.7447633770937e-07
7;2;-7.645374380217e-07;2.38395491353589e-06
7;3;4.16492842287313e-07;2.29157385113544e-06
7;4;-8.5142067771269e-07;7.08468618520894e-07
7;5;1.0033724782462e-07;1.40362920844738e-06
7;6;-9.6181518738707e-07;1.20911772052317e-06
7;7;-1.98850698534322e-06;-1.75110703111797e-06
8;0;2.28142231398967e-06;0.e+00
8;1;-6.611832836131e-08;1.00405212096494e-06
8;2;3.00085905392096e-06;2.15828345465443e-06
8;3;-1.87039946158759e-06;1.15915643465378e-06
8;4;3.63525543171561e-06;-5.2476109633273e-07
8;5;-1.05077328892009e-06;2.87757471049612e-06
8;6;-2.09140717093821e-06;-2.5054250647418e-06
8;7;-1.73170071143638e-06;3.10882225594254e-06
8;8;-2.31774791254628e-06;2.27816416212727e-06
9;0;-3.46976160378434e-06;0.e+00
9;1;2.11292447969299e-06;2.51406253405816e-07
9;2;1.86452994721718e-06;-1.16360415321275e-06
9;3;-2.06792565831357e-06;1.84363181513786e-06
9;4;-1.69043304561457e-06;-1.79371780129029e-06
9;5;-1.81428514400189e-06;-3.53322590451065e-06
9;6;-2.5969732455258e-06;-2.90910294158722e-06
9;7;-3.46732989625076e-06;3.5285054278769e-07
9;8;-9.5737250272537e-07;-1.95102922908932e-06
9;9;-1.03413075701386e-06;2.33829189873258e-06
10;0;-8.4937123985682e-07;0.e+00
10;1;6.1540211145859e-07;-8.8929810310009e-07
