6378.1363;398600.4415;160.0;160.0
0;0;0.e+00;0.e+00
1;0;0.e+00;0.e+00
1;1;0.e+00;0.e+00
2;0;-4.841697073882e-04;0.e+00
2;1;-2.3983249954865e-10;1.4248881632684e-09
2;2;2.4393210265716e-06;-1.4002777840038e-06
3;0;9.5718917114588e-07;0.e+00
3;1;2.0304750265902e-06;2.481724817959e-07
3;2;9.04801962409e-07;-6.1900577831986e-07
3;3;7.2129356212815e-07;1.4143659403729e-06
4;0;5.3999162754299e-07;0.e+00
4;1;-5.3616673332724e-07;-4.7357277518821e-07
4;2;3.5051241582571e-07;6.6244495086906e-07
4;3;9.9086758266345e-07;-2.009758369234e-07
4;4;-1.8847225751462e-07;3.0882678284807e-07
5;0;6.8714507891288e-08;0.e+00
5;1;-6.2905027156659e-08;-9.4372962084938e-08
5;2;6.5210293170831e-07;-3.2334824617129e-07
5;3;-4.5187940992158e-07;-2.1500089221889e-07
5;4;-2.9533525546067e-07;4.9814391278686e-08
5;5;1.7479344058106e-07;-6.6936730625427e-07
6;0;-1.4993995936704e-07;0.e+00
6;1;-7.5903322140461e-08;2.651584833879e-08
6;2;4.8671608227026e-08;-3.7379023370193e-07
6;3;5.7234727174956e-08;8.9341008172289e-09
6;4;-8.6022308265358e-08;-4.7142402771797e-07
6;5;-2.6717162421304e-07;-5.3648675618603e-07
6;6;9.469694596416e-09;-2.3740201105018e-07
7;0;9.0505226486662e-08;0.e+00
7;1;2.8088819243938e-07;9.5119713837323e-08
7;2;3.3041575435191e-07;9.298595420496e-08
7;3;2.5045131345972e-07;-2.1714777216136e-07
7;4;-2.7498938614202e-07;-1.2406589593376e-07
7;5;1.6591362191892e-09;1.7930915746399e-08
7;6;-3.5880905684263e-07;1.5179585989413e-07
7;7;1.5074237578843e-09;2.4115350020719e-08
8;0;4.9481202573881e-08;0.e+00
8;1;2.316087865367e-08;5.8896019358163e-08
8;2;8.0015185785554e-08;6.5278649721952e-08
8;3;-1.9380039776897e-08;-8.5977086500403e-08
8;4;-2.443665494932e-07;6.9807419442009e-08
8;5;-2.5696678257957e-08;8.9196034539915e-08
8;6;-6.5963166644378e-08;3.0894303341409e-07
8;7;6.7257538010993e-08;7.487429420002e-08
8;8;-1.2404016356152e-07;1.2055090170208e-07
9;0;2.8022837288932e-08;0.e+00
9;1;1.4215044080376e-07;2.1399447777313e-08
9;2;2.1413249181416e-08;-3.169373792365e-08
9;3;-1.6061724004133e-07;-7.4287986790323e-08
9;4;-9.374039507602e-09;1.9903419758127e-08
9;5;-1.6310930600213e-08;-5.4041667855011e-08
9;6;6.2783299952011e-08;2.2295273394768e-07
9;7;-1.1797771970344e-07;-9.6927834890773e-08
9;8;1.8813765457061e-07;-2.9984564744319e-09
9;9;-4.755686766603e-08;9.688142778406e-08
10;0;5.332009834933e-08;0.e+00
10;1;8.3764940602385e-08;-1.3109169615326e-07
10;2;-9.3986501367287e-08;-5.1279623456288e-08
10;3;-7.0178715817986e-09;-1.5414467739508e-07
10;4;-8.4472243138617e-08;-7.9032687206369e-08
10;5;-4.9292077944994e-08;-5.0611743212128e-08
10;6;-3.7585876329872e-08;-7.9770210125289e-08
10;7;8.2589641769369e-09;-3.0482192233088e-09
10;8;4.0596500921527e-08;-9.1719224463619e-08
10;9;1.2538367510516e-07;-3.7952904176984e-08
10;10;1.0042695921895e-07;-2.3858379900236e-08
11;0;-5.0772566162639e-08;0.e+00
11;1;1.5603250496213e-08;-2.7118824782788e-08
11;2;2.011369457298e-08;-9.9008484035277e-08
11;3;-3.0581174586823e-08;-1.4884367945805e-07
11;4;-3.7952586936387e-08;-6.3769715550289e-08
11;5;3.7421349982799e-08;4.9590208802595e-08
11;6;-1.5592283389006e-09;3.4274851082096e-08
11;7;4.6575821748783e-09;-8.9819221202596e-08
11;8;-6.3050604398556e-09;2.4544586947931e-08
11;9;-3.1069029940435e-08;4.2065592675172e-08
11;10;-5.2249899537694e-08;-1.8426606634018e-08
11;11;4.6240395101003e-08;-6.9668074502939e-08
12;0;3.6436926344995e-08;0.e+00
12;1;-5.3587563646728e-08;-4.316389469332e-08
12;2;1.4267353727301e-08;3.1093179081034e-08
12;3;3.9615303629099e-08;2.5063479502361e-08
12;4;-6.7736294369646e-08;3.8398582343629e-09
12;5;3.0879284904008e-08;7.5901305326331e-09
12;6;3.1328499845433e-09;3.8974822511544e-08
12;7;-1.9045293744062e-08;3.5732303073958e-08
12;8;-2.588918294465e-08;1.6936482805907e-08
12;9;4.1920602494224e-08;2.4964011131246e-08
12;10;-6.2017809007644e-09;3.094545899114e-08
12;11;1.1362190217672e-08;-6.3913820375428e-09
12;12;-2.4260322130359e-09;-1.1105992146092e-08
13;0;4.1730327669753e-08;0.e+00
13;1;-5.144160884518e-08;3.8698449050594e-08
13;2;5.5309026520528e-08;-6.2696453576866e-08
13;3;-2.1554781500265e-08;9.7681093195808e-08
13;4;-3.6543848186538e-09;-1.174766439987e-08
13;5;5.8372849444585e-08;6.7228317620187e-08
13;6;-3.5045049006389e-08;-6.2747554530245e-09
13;7;3.0196550787245e-09;-7.3239855730681e-09
13;8;-1.0054648592665e-08;-9.8639468477219e-09
13;9;2.4773379819231e-08;4.5886130727906e-08
13;10;4.1105504765723e-08;-3.6839316150485e-08
13;11;-4.4521312664898e-08;-4.8335734688252e-09
13;12;-3.1310626816154e-08;8.794668258619e-08
13;13;-6.1214637516984e-08;6.814710501815e-08
14;0;-2.2675397320002e-08;0.e+00
14;1;-1.8770940641824e-08;2.8860778266941e-08
14;2;-3.5920326423751e-08;-4.0534292672946e-09
14;3;3.650956914908e-08;1.9694742969857e-08
14;4;1.6037522048534e-09;-2.2665820636285e-08
14;5;2.9310406068725e-08;-1.678929398103e-08
14;6;-1.9067865995957e-08;2.459961422962e-09
14;7;3.7631699345624e-08;-3.9340087713766e-09
14;8;-3.4941929165215e-08;-1.5444231398657e-08
14;9;3.1952312137803e-08;2.8462416927941e-08
14;10;3.8800028903419e-08;-1.2942399122062e-09
14;11;1.5647157525419e-08;-3.9045801695842e-08
14;12;8.4656173683915e-09;-3.1125283189764e-08
14;13;3.2238680605128e-08;4.5152495357124e-08
14;14;-5.1873380846587e-08;-4.8132728484138e-09
15;0;2.1939206400133e-09;0.e+00
15;1;9.4299526241267e-09;1.0483302882704e-08
15;2;-2.0527916729351e-08;-3.0300346127048e-08
15;3;5.3420732476157e-08;1.7661114531828e-08
15;4;-4.0173715827738e-08;6.8161363676289e-09
15;5;1.2242976209635e-08;7.6230282452595e-09
15;6;3.2847827284709e-08;-3.6470904659111e-08
15;7;5.9649729533829e-08;5.0750994411033e-09
15;8;-3.2088935492445e-08;2.2170226026435e-08
15;9;1.3298154074171e-08;3.7992690531413e-08
15;10;1.0260517908066e-08;1.4687192677888e-08
15;11;-1.3080278135067e-09;1.8519384388663e-08
15;12;-3.2414426661425e-08;1.5610699276958e-08
15;13;-2.836218952173e-08;-4.5790038450825e-09
15;14;5.2126561042611e-09;-2.4414379406265e-08
15;15;-1.9034987735723e-08;-4.6915178105112e-09
16;0;-4.713037382523e-09;0.e+00
16;1;2.6184069418891e-08;3.3337602804415e-08
16;2;-2.4508837060343e-08;2.8035923321265e-08
16;3;-3.3918563049845e-08;-2.1337947113228e-08
16;4;4.0853959519027e-08;4.7984160503432e-08
16;5;-1.2122215167922e-08;-3.444783956349e-09
16;6;1.3869714109228e-08;-3.5599375301139e-08
16;7;-8.0644127038104e-09;-8.6508708166312e-09
16;8;-2.1203574622366e-08;5.404239343331e-09
16;9;-2.241739877451e-08;-3.9669183721582e-08
16;10;-1.1803967918219e-08;1.1535825224926e-08
16;11;1.911227582587e-08;-3.2044055564551e-09
16;12;1.95663537402e-08;6.7172920997298e-09
16;13;1.3775201701905e-08;1.0513647082438e-09
16;14;-1.9344053639465e-08;-3.8650629042094e-08
16;15;-1.4404678894723e-08;-3.2745779708802e-08
16;16;-3.8297699734185e-08;2.9623689275101e-09
17;0;1.9187020642929e-08;0.e+00
17;1;-2.5364682136027e-08;-3.1704820924016e-08
17;2;-2.0100003751059e-08;6.8114731884661e-09
17;3;6.3117543413452e-09;5.0834024623568e-09
17;4;6.4774734477592e-09;2.5334697582986e-08
17;5;-1.6221536855522e-08;8.03141390757e-09
17;6;-1.1731991513259e-08;-2.9442439239618e-08
17;7;2.4978619031429e-08;-4.3860158245807e-09
17;8;3.8999422378103e-08;3.6338940336328e-09
17;9;3.4825910646385e-09;-2.7641025106878e-08
17;10;-3.8015296363158e-09;1.8375192170712e-08
17;11;-1.601812642071e-08;1.1087548658398e-08
17;12;2.8714554263421e-08;2.0463657296191e-08
17;13;1.6510582188655e-08;2.01386779277e-08
17;14;-1.4271944175802e-08;1.1568263803622e-08
17;15;5.5413011569173e-09;5.2412797494228e-09
17;16;-3.0507002180647e-08;3.6773434498927e-09
17;17;-3.4701038885349e-08;-1.9874383676228e-08
18;0;6.0978352553727e-09;0.e+00
18;1;7.2015525541424e-09;-3.9299567432663e-08
18;2;1.472613215235e-08;1.0836419234215e-08
18;3;-5.0477850378152e-09;-5.8452453199326e-09
18;4;5.4627534612175e-08;-7.9163229108689e-10
18;5;5.9777397175223e-09;2.6140131436852e-08
18;6;1.3573335603877e-08;-1.3243870753094e-08
18;7;6.7939352459161e-09;7.4689095250602e-09
18;8;3.0499908121182e-08;4.3454718483692e-09
18;9;-1.9569568607978e-08;3.6127394970765e-08
18;10;5.2140260280734e-09;-4.242359687005e-09
18;11;-6.8897289622982e-09;2.1158922243411e-09
18;12;-2.9745750032741e-08;-1.6567126099797e-08
18;13;-6.2529326331488e-09;-3.4936410212023e-08
18;14;-8.2910303103895e-09;-1.2828068406472e-08
18;15;-4.0457605173816e-08;-2.02761706775e-08
18;16;1.0154015790584e-08;6.5038546243779e-09
18;17;3.4871904511003e-09;4.3846298419256e-09
18;18;2.9898373134696e-09;-1.0844283271459e-08
19;0;-3.3034261829489e-09;0.e+00
19;1;-8.9714938212353e-09;1.1938485330601e-09
19;2;3.573867183759e-08;-2.3712384350423e-09
19;3;-7.5578128984352e-09;1.1048967334743e-09
19;4;1.5807779049385e-08;-8.138176007493e-09
19;5;1.0389413491537e-08;2.7452093687164e-08
19;6;-4.8025924799669e-09;1.8755493774744e-08
19;7;5.6419443944135e-09;-8.7416101297099e-09
19;8;2.9888085560835e-08;-9.9948900192606e-09
19;9;3.2869921415807e-09;7.2364167738039e-09
19;10;-3.3880055114378e-08;-7.5838771399449e-09
19;11;1.6302005821839e-08;1.0355034652991e-08
19;12;-2.448065447416e-09;9.4580776612974e-09
19;13;-7.5340962471793e-09;-2.8522303387281e-08
19;14;-4.7431783609772e-09;-1.2849539553576e-08
19;15;-1.7586443339641e-08;-1.4073084505734e-08
19;16;-2.1800025350471e-08;-7.0594258810319e-09
19;17;2.8806553675648e-08;-1.5342857607321e-08
19;18;3.505103586648e-08;-9.703406448426e-09
19;19;-2.7069356800446e-09;5.1985393041516e-09
20;0;2.1556739404609e-08;0.e+00
20;1;5.5666235618259e-09;7.0286665464857e-09
20;2;2.0289692132673e-08;1.7185400009724e-08
20;3;-4.7543309065198e-09;3.890127291897e-08
20;4;4.2699708054538e-09;-2.2628477786695e-08
20;5;-1.0125290437897e-08;-8.2597449365531e-09
20;6;1.2159291631619e-08;-4.3630131891781e-09
20;7;-2.122510171627e-08;-7.060875645932e-10
20;8;5.0950664432342e-09;2.1520773389318e-09
20;9;1.71854169935e-08;-7.0132241675527e-09
20;10;-3.2295881652243e-08;-4.7910750203661e-09
20;11;1.4446898059129e-08;-1.9152603573036e-08
20;12;-6.464984569536e-09;1.8130222763488e-08
20;13;2.7415312062272e-08;6.7639837261695e-09
20;14;1.153330497606e-08;-1.4379743101484e-08
20;15;-2.5787521852782e-08;-8.7196423322876e-10
20;16;-1.2434205579118e-08;-3.4403883160102e-10
20;17;4.5048548345094e-09;-1.3724149486266e-08
20;18;1.5359509571437e-08;-8.8844043770815e-10
